trial,width,offset,ext_offset,repeat,status,randomness_hex,input_packet_hex,input_w0,input_w1,input_w2,input_w3,expected_output,glitched_output,fault_byte_count,fault_byte_positions_0_indexed,xor_diffs_hex
117,-10,14,64,5,fault,18f20bf0,5e0fc55a9522d0d034ba3fd2d4a34bc5,0x5ac50f5e,0xd0d02295,0xd23fba34,0xc54ba3d4,8cd04b304cd95f32,5e0fc55a4cd95f32,4,0;1;2;3,d2;df;8e;6a
118,-10,14,64,5,fault,3307cebd,ebba709a374c94b2c2f9ed6ae9592a7c,0x9a70baeb,0xb2944c37,0x6aedf9c2,0x7c2a59e9,124fce8d1aef0a8d,ebba709a1aef0a8d,4,0;1;2;3,f9;f5;be;17
119,-10,14,64,5,fault,45fcad2a,a1026a6a6dff7a0d38f3d1da2d901c3d,0x6a6a02a1,0x0d7aff6d,0xdad1f338,0x3d1c902d,686cb5276c0db540,a1026a6a6c0db540,4,0;1;2;3,c9;6e;df;4d
120,-10,14,64,5,fault,9ad94704,02f47f6162085e02412e969507fa7690,0x617ff402,0x025e0862,0x95962e41,0x9076fa07,98d11104d8053105,02f47f61d8053105,4,0;1;2;3,9a;25;6e;65
121,-10,14,64,5,fault,c4b7b54e,a13f93fe26fe6370950dc561b73cdde3,0xfe933fa1,0x7063fe26,0x61c50d95,0xe3dd3cb7,e28bf42ee08ae4ac,a13f93fee08ae4ac,4,0;1;2;3,43;b4;67;d0
122,-10,14,64,5,fault,f47b1a9f,b8ec3f80b9cacd7472c798add0ed393c,0x803fecb8,0x74cdcab9,0xad98c772,0x3c39edd0,64b313ab6491b33b,b8ec3f806491b33b,4,0;1;2;3,dc;5f;2c;2b
123,-10,14,64,5,fault,433cde01,423bd521816c37e490f7fc23513835a3,0x21d53b42,0xe4376c81,0x23fcf790,0xa3353851,4214eba183532b21,423bd52183532b21,3,1;2;3,2f;3e;80
124,-10,14,64,5,fault,cbbd4c98,a6bbc49e5835631e85660869d6ee44f8,0x9ec4bba6,0x1e633558,0x69086685,0xf844eed6,9b990c80c9110800,a6bbc49ec9110800,4,0;1;2;3,3d;22;c8;1e
125,-10,14,64,5,fault,d1044648,861ec8ad4724b98efb6e396accdc89a0,0xadc81e86,0x8eb92447,0x6a396efb,0xa089dccc,9500cfc89432ffca,861ec8ad9432ffca,4,0;1;2;3,13;1e;07;65
126,-10,14,64,5,fault,10fad987,136342952e232ef18af288fb1862e1e2,0x95426313,0xf12e232e,0xfb88f28a,0xe2e16218,18d8f96708d89167,1363429508d89167,4,0;1;2;3,0b;bb;bb;f2
127,-10,14,64,5,fault,cc1ac33b,c3ae249242bc8859d9fa4a911277c8d3,0x9224aec3,0x5988bc42,0x914afad9,0xd3c87712,ce2e4b6a4f2ecb28,c3ae24924f2ecb28,4,0;1;2;3,0d;80;6f;f8
128,-10,14,64,5,fault,dcc90024,c18c92b9cda98e7682e7c897c285916f,0xb9928cc1,0x768ea9cd,0x97c8e782,0x6f9185c2,1c4880421c68988a,c18c92b91c68988a,4,0;1;2;3,dd;c4;12;fb
129,-10,14,64,5,fault,8fc71626,c30fa86328eed8e64206455d576d6971,0x63a80fc3,0xe6d8ee28,0x5d450642,0x71696d57,8fab5e468eca7e42,c30fa8638eca7e42,4,0;1;2;3,4c;a4;f6;25
130,-10,14,64,5,fault,dea00b22,3c8af73c9164eb6e14753b0373b5fc54,0x3cf78a3c,0x6eeb6491,0x033b7514,0x54fcb573,cf84e366ea44e734,3c8af73cea44e734,4,0;1;2;3,f3;0e;14;5a
131,-10,14,64,5,fault,2e60d428,584cd1670b078132467cff226396427b,0x67d14c58,0x3281070b,0x22ff7c46,0x7b429663,2d66d41a2c2cc44b,584cd1672c2cc44b,4,0;1;2;3,75;2a;05;7d
132,-10,14,64,5,fault,f512b1e1,bc3350d1acff9aafe48c4cc66065e79c,0xd15033bc,0xaf9affac,0xc64c8ce4,0x9ce76560,d577336dd5bfb937,bc3350d1d5bfb937,4,0;1;2;3,69;44;63;bc
133,-10,14,64,5,fault,b8690b41,b8ba20309579731c9f720d869e669641,0x3020bab8,0x1c737995,0x860d729f,0x4196669e,2c0919412d090a45,b8ba20302d090a45,4,0;1;2;3,94;b3;39;71
134,-10,14,64,5,fault,84528b80,f9a640c9c3364c9d3544fa69a81d90e9,0xc940a6f9,0x9d4c36c3,0x69fa4435,0xe9901da8,04468b091c568309,f9a640c91c568309,4,0;1;2;3,fd;e0;cb;c0
135,-10,14,64,5,fault,9d7ea50d,22cadce1ba1e766ecfedbe832e46c658,0xe1dcca22,0x6e761eba,0x83beedcf,0x58c6462e,b778e34537f8cbce,22cadce137f8cbce,4,0;1;2;3,95;b2;3f;a4
136,-10,14,64,5,fault,532cff2b,9e40cf0f1d71d37f98f2c45f78daad30,0x0fcf409e,0x7fd3711d,0x5fc4f298,0x30adda78,4b7c7e1bcb5c767b,9e40cf0fcb5c767b,4,0;1;2;3,d5;3c;b1;14
137,-10,14,64,5,fault,ff9bd4c7,ec337b630fe800a16ca41d09056c968d,0x637b33ec,0xa100e80f,0x091da46c,0x8d966c05,faf3d4469b3bdfc6,ec337b639b3bdfc6,4,0;1;2;3,16;c0;af;25
138,-10,14,64,5,fault,eaed25b2,a6ad28beb9dfd49e90eb56b0d520e475,0xbe28ada6,0x9ed4dfb9,0xb056eb90,0x75e420d5,7bede1a67eaf51a6,a6ad28be7eaf51a6,4,0;1;2;3,dd;40;c9;18
139,-10,14,64,5,fault,54f84c8e,f493ae7c0d18834c63f1a3f062e08deb,0x7cae93f4,0x4c83180d,0xf0a3f163,0xeb8de062,54f8cdc655f9e1d6,f493ae7c55f9e1d6,4,0;1;2;3,a0;6b;63;ba
140,-10,14,64,5,fault,e47bf965,c9a4de9d85dc383c23bf4b039a7fdc00,0x9ddea4c9,0x3c38dc85,0x034bbf23,0x00dc7f9a,6427e1656c676764,c9a4de9d6c676764,4,0;1;2;3,ad;83;3f;f8
141,-10,14,64,5,fault,264b47d5,169dcbe8b56cf002431772daa34dd88d,0xe8cb9d16,0x02f06cb5,0xda721743,0x8dd84da3,870797d52757bd97,169dcbe82757bd97,4,0;1;2;3,91;9a;5c;3d
142,-10,14,64,5,fault,64ff7721,494f94fd69a10ac85973854da431d264,0xfd944f49,0xc80aa169,0x4d857359,0x64d231a4,44de7561649c6340,494f94fd649c6340,4,0;1;2;3,0d;91;e1;9c
143,-10,14,64,5,fault,2a16a884,7f149abe61d94ce95307582971888c70,0xbe9a147f,0xe94cd961,0x29580753,0x708c8871,4b9ea4e4491370b5,7f149abe491370b5,4,0;1;2;3,34;8a;3e;5a
144,-10,14,64,5,fault,2c1d8c59,4a547b1a216410567e8bebfdc95d594f,0x1a7b544a,0x56106421,0xfdeb8b7e,0x4f595dc9,2d599c1f0e49be1f,4a547b1a0e49be1f,4,0;1;2;3,67;0d;e7;05
145,-10,14,64,5,fault,8d465c66,d0aaa14d0c6ef3f40d29cb217d00c7ef,0x4da1aad0,0xf4f36e0c,0x21cb290d,0xefc7007d,81469f82d1469f0a,d0aaa14dd1469f0a,4,0;1;2;3,51;ec;3e;cf
146,-10,14,64,5,fault,f68088b1,8adbb472ebf0c533cd48e588dbe54c88,0x72b4db8a,0x33c5f0eb,0x88e548cd,0x884ce5db,3d60ccb13d49edb1,8adbb4723d49edb1,4,0;1;2;3,b7;bb;78;c3
147,-10,14,64,5,fault,8af9ca7a,7fc29d90c50e2b6c7413e86357064434,0x909dc27f,0x6c2b0ec5,0x63e81374,0x34440657,cfffca5eedfb6e0a,7fc29d90edfb6e0a,4,0;1;2;3,b0;3d;57;ce
148,-10,14,64,5,fault,6243dd53,dd5c991952d620e43f3778a0216f2b2a,0x19995cdd,0xe420d652,0xa078373f,0x2a2b6f21,6205fd736c0decfb,dd5c99196c0decfb,4,0;1;2;3,bf;59;64;6a
149,-10,14,64,5,fault,e668f4db,816cd74d426ab0757acd15606c119ed5,0x4dd76c81,0x75b06a42,0x6015cd7a,0xd59e116c,a668648ea46c67be,816cd74da46c67be,4,0;1;2;3,27;04;b3;c3
150,-10,14,64,5,fault,e75144cc,c880003d7c20d23450c79b94e497bf92,0x3d0080c8,0x34d2207c,0x949bc750,0x92bf97e4,8351d6dc3751d6dc,c880003d3751d6dc,4,0;1;2;3,4b;d1;d6;e1
151,-10,14,64,5,fault,799119d9,cfb6ccb543d79a10ca96a750efb05495,0xb5ccb6cf,0x109ad743,0x50a796ca,0x9554b0ef,3a0109c93e215b4c,cfb6ccb53e215b4c,4,0;1;2;3,f5;b7;c5;7c
152,-10,14,64,5,fault,25e48f1e,5f4626d03d950396524b74ac50be90ad,0xd026465f,0x9603953d,0xac744b52,0xad90be50,35708f9a37a1ab9a,5f4626d037a1ab9a,4,0;1;2;3,6a;36;a9;4a
153,-10,14,64,5,fault,2c96a164,85180f5ad81f3e3aa0b73b4958589145,0x5a0f1885,0x3a3e1fd8,0x493bb7a0,0x45915858,748eb1642c899164,85180f5a2c899164,4,0;1;2;3,f1;96;be;3e
154,-10,14,64,5,fault,f70f6e6e,610dc66cb87c09bf26366eff977bfaa1,0x6cc60d61,0xbf097cb8,0xff6e3626,0xa1fa7b97,677766cff636e29d,610dc66cf636e29d,4,0;1;2;3,06;7a;a0;a3
155,-10,14,64,5,fault,ab6a678b,1594cdfe71f560a2d8d9d6267037495f,0xfecd9415,0xa260f571,0x26d6d9d8,0x5f493770,db5f2789fb3faad1,1594cdfefb3faad1,4,0;1;2;3,ce;cb;ea;77
156,-10,14,64,5,fault,c51a1ec5,e0befcdd5d2283c18f8a598730596dbe,0xddfcbee0,0xc183225d,0x87598a8f,0xbe6d5930,d51a1f45688a2b5d,e0befcdd688a2b5d,4,0;1;2;3,35;a4;e3;98
157,-10,14,64,5,fault,58ad5587,c50ac70d366318bdc49fb2120ba5a504,0x0dc70ac5,0xbd186336,0x12b29fc4,0x04a5a50b,5a8c558399a44293,c50ac70d99a44293,4,0;1;2;3,9f;86;92;8e
158,-10,14,64,5,fault,f4b5d0e1,a764518bc06ee7f740ba5764c73cb642,0x8b5164a7,0xf7e76ec0,0x6457ba40,0x42b63cc7,349976a3339bd687,a764518b339bd687,4,0;1;2;3,93;fd;27;28
159,-10,14,64,5,fault,9e155212,01de2940f4c841bab95864cb216705ba,0x4029de01,0xba41c8f4,0xcb6458b9,0xba056721,be5553a82e4333d8,01de29402e4333d8,4,0;1;2;3,bf;8b;7a;e8
160,-10,14,64,5,fault,caa008ff,bdad18dd9cec5e52f1da7b6fc5820973,0xdd18adbd,0x525eec9c,0x6f7bdaf1,0x730982c5,4e2000ad6e6042a1,bdad18dd6e6042a1,4,0;1;2;3,f3;8d;18;70
161,-10,14,64,5,fault,36a3c497,df9f05e967e1dd63ed58448b319898cd,0xe9059fdf,0x63dde167,0x8b4458ed,0xcd989831,17235cd68f6384d4,df9f05e98f6384d4,4,0;1;2;3,c8;bc;59;3f
162,-10,14,64,5,fault,5b8c5e81,58715ec7feecbe8e31e7da823c893656,0xc75e7158,0x8ebeecfe,0x82dae731,0x5636893c,67046887630888c7,58715ec7630888c7,4,0;1;2;3,3f;75;36;40
163,-10,14,64,5,fault,c006fc61,43019ef06b3dada4582780a18001be3c,0xf09e0143,0xa4ad3d6b,0xa1802758,0x3cbe0180,c0075045c8236251,43019ef0c8236251,4,0;1;2;3,83;06;ce;b5
164,-10,14,64,5,fault,ee75df63,b4eb55f9f94ed6a4f02e7b6e30fd10c5,0xf955ebb4,0xa4d64ef9,0x6e7b2ef0,0xc510fd30,de39cfe79eb8ccee,b4eb55f99eb8ccee,4,0;1;2;3,6a;d2;9a;1e
165,-10,14,64,5,fault,785c2a60,2fb8eeab42255e0fc3ef345d8382b382,0xabeeb82f,0x0f5e2542,0x5d34efc3,0x82b38283,7a5c38623a51b8e6,2fb8eeab3a51b8e6,4,0;1;2;3,55;e4;d6;c9
166,-10,14,64,5,fault,51024a44,edd9fd2886ca0e75d48ede8b6749f10a,0x28fdd9ed,0x750eca86,0x8bde8ed4,0x0af14967,574a4a4474496945,edd9fd2874496945,4,0;1;2;3,ba;93;b7;6c
167,-10,14,64,5,fault,b757a2ce,d0d6295a069c4fed4f256f358cf8ffaa,0x5a29d6d0,0xed4f9c06,0x356f254f,0xaafff88c,b3cfed667187edf1,d0d6295a7187edf1,4,0;1;2;3,63;19;c4;3c
168,-10,14,64,5,fault,d7f1a4a4,8252158970f159e6ca9a6e7bf4c616ea,0x89155282,0xe659f170,0x7b6e9aca,0xea16c6f4,a731b4469531fc47,825215899531fc47,4,0;1;2;3,25;63;a1;cf
169,-10,14,64,5,fault,36e8dee6,34c833b53017612f493f783cf4114f0c,0xb533c834,0x2f611730,0x3c783f49,0x0c4f11f4,06f99fea02f78dfa,34c833b502f78dfa,4,0;1;2;3,32;31;ac;5f
170,-10,14,64,5,fault,db84b3b8,ed039bf79178fc0157ba8b31b821cbb2,0xf79b03ed,0x01fc7891,0x318bba57,0xb2cb21b8,4ba47bb827bf3b3a,ed039bf727bf3b3a,4,0;1;2;3,a6;a7;e0;4f
171,-10,14,64,5,fault,82c67722,85fa1d468c875966b259b7b21b84b9d5,0x461dfa85,0x6659878c,0xb2b759b2,0xd5b9841b,8a426e66831f6a46,85fa1d46831f6a46,4,0;1;2;3,0f;b8;73;20
172,-10,14,64,5,fault,e74ea13e,e93782b1fcd24f57c59f750f723e52c1,0xb18237e9,0x574fd2fc,0x0f759fc5,0xc1523e72,975ce37f82fde6b9,e93782b182fde6b9,4,0;1;2;3,7e;6b;61;ce
173,-10,14,64,5,fault,5475e0e6,eb767cf0f784628480cd30cd90daaa5d,0xf07c76eb,0x846284f7,0xcd30cd80,0x5daada90,c4f5c2e2d4e7d8f2,eb767cf0d4e7d8f2,4,0;1;2;3,2f;83;be;12
174,-10,14,64,5,fault,150dbfff,4d5c14005b215e5e035b8b3554f66b0e,0x00145c4d,0x5e5e215b,0x358b5b03,0x0e6bf654,452df5f15300b5eb,4d5c14005300b5eb,4,0;1;2;3,08;71;e1;f1
175,-10,14,64,5,fault,23d5b5bd,767638bdebdfd4a17ac46ee529f3143e,0xbd387676,0xa1d4dfeb,0xe56ec47a,0x3e14f329,0a06a19d1b27c985,767638bd1b27c985,4,0;1;2;3,7c;70;99;20
176,-10,14,64,5,fault,f2959edb,f057b0945168964a2d47f9150de3e47c,0x94b057f0,0x4a966851,0x15f9472d,0x7ce4e30d,f3f51a93d3d11edb,f057b094d3d11edb,4,0;1;2;3,03;a2;aa;07
177,-10,14,64,5,fault,c6679f48,ce0f3b50a468e6028954679047f7880c,0x503b0fce,0x02e668a4,0x90675489,0x0c88f747,c2071f488824d258,ce0f3b508824d258,4,0;1;2;3,0c;08;24;18
178,-10,14,64,5,fault,a2e55627,6bea80a92f739d3a815cbd6fc1a272da,0xa980ea6b,0x3a9d732f,0x6fbd5c81,0xda72a2c1,a3c7463de35f4bac,6bea80a9e35f4bac,4,0;1;2;3,c8;2d;c6;94
179,-10,14,64,5,fault,fe6e06cf,2071b0774697c58cc3a8d1141810df99,0x77b07120,0x8cc59746,0x14d1a8c3,0x99df1018,fe7ec347bcdec7ce,2071b077bcdec7ce,4,0;1;2;3,de;0f;73;30
180,-10,14,64,5,fault,d7c26215,664753ad38902079baea5b15a2922c88,0xad534766,0x79209038,0x155beaba,0x882c92a2,f752421def023189,664753adef023189,4,0;1;2;3,91;15;11;b0
181,-10,14,64,5,fault,85abcf5e,dd0c094fe08757d63285ef333c44ffe9,0x4f090cdd,0xd65787e0,0x33ef8532,0xe9ff443c,a5af989ea92e8806,dd0c094fa92e8806,4,0;1;2;3,78;a3;91;d1
182,-10,14,64,5,fault,2f90504e,318184b44ccd78ef3dc2c1a0b2acaad0,0xb4848131,0xef78cd4c,0xa0c1c23d,0xd0aaacb2,2f1c788e225010de,318184b4225010de,4,0;1;2;3,1e;9d;fc;3a
183,-10,14,64,5,fault,0cbee2e7,4c18581a79132eb3f4ae8873b5492d73,0x1a58184c,0xb32e1379,0x7388aef4,0x732d49b5,3dbfced43cbcead4,4c18581a3cbcead4,4,0;1;2;3,71;a7;96;ce
184,-10,14,64,5,fault,cc75d8b9,8c724642e31e0c400e00ea9ebc34146e,0x4246728c,0x400c1ee3,0x9eea000e,0x6e1434bc,6c61dcf94e4596f9,8c7246424e4596f9,4,0;1;2;3,e0;13;9a;bb
185,-10,14,64,5,fault,10ebdbbb,387ea317462224ad765020a1530ac633,0x17a37e38,0xad242246,0xa1205076,0x33c60a53,52e9df9a76b15908,387ea31776b15908,4,0;1;2;3,6a;97;7c;8d
186,-10,14,64,5,fault,999292e4,b7a0c34f1ecb3fa097c881d4318f18c1,0x4fc3a0b7,0xa03fcb1e,0xd481c897,0xc1188f31,89198a64295a1261,b7a0c34f295a1261,4,0;1;2;3,3e;b9;49;2b
187,-10,14,64,5,fault,fd0d5993,709454faafa2cc6053f83f1f619e97f5,0xfa549470,0x60cca2af,0x1f3ff853,0xf5979e61,dc8fddf3cea95579,709454facea95579,4,0;1;2;3,ac;1b;89;09
188,-10,14,64,5,fault,8501d206,f0ee1f60a11e73b0fd2a74391e141570,0x601feef0,0xb0731ea1,0x39742afd,0x7015141e,8515c336c425a376,f0ee1f60c425a376,4,0;1;2;3,75;fb;dc;56
189,-10,14,64,5,fault,6bdeae19,35ad29e385f0c8fa10e52be3e4201a41,0xe329ad35,0xfac8f085,0xe32be510,0x411a20e4,effea6595fbb8759,35ad29e35fbb8759,4,0;1;2;3,da;53;8f;ba
190,-10,14,64,5,fault,92fd94db,24b8a8e83dc3391ee734e12633343775,0xe8a8b824,0x1e39c33d,0x26e134e7,0x75373433,a3fda5cfb3fd359d,24b8a8e8b3fd359d,4,0;1;2;3,87;45;0d;27
191,-10,14,64,5,fault,996692ad,3c9a210c5a92f438026350a72d15645e,0x0c219a3c,0x38f4925a,0xa7506302,0x5e64152d,9176f6b5b776e285,3c9a210cb776e285,4,0;1;2;3,ad;ec;d7;b9
192,-10,14,64,5,fault,615da69d,05f7355d0a2d70ba58687319c01be5e2,0x5d35f705,0xba702d0a,0x19736858,0xe2e51bc0,6154c63f6906c2dc,05f7355d6906c2dc,4,0;1;2;3,64;a3;f3;62
193,-10,14,64,5,fault,8472d866,b5d107fd5b6803286974bd41b71650aa,0xfd07d1b5,0x2803685b,0x41bd7469,0xaa5016b7,9772d84e5952dc8f,b5d107fd5952dc8f,4,0;1;2;3,22;a3;df;b3
194,-10,14,64,5,fault,9642f6e1,0ca94e758581ad561449c121bd334577,0x754ea90c,0x56ad8185,0x21c14914,0x774533bd,1343f3b79a6b73b5,0ca94e759a6b73b5,4,0;1;2;3,1f;ea;bd;c2
195,-10,14,64,5,fault,0f4c3df7,32999837fc0b526099029d4a6820d9a7,0x37989932,0x60520bfc,0x4a9d0299,0xa7d92068,674c6dd7a74e2d92,32999837a74e2d92,4,0;1;2;3,55;d5;f5;e0
196,-10,14,64,5,fault,2d7a21aa,089ea539b6ebb30e30acc37aa98c0085,0x39a59e08,0x0eb3ebb6,0x7ac3ac30,0x85008ca9,8df221ae15d22399,089ea53915d22399,4,0;1;2;3,85;6c;84;97
197,-10,14,64,5,fault,139eaaf5,ff67ab67aebab173806f5fbfdd78dcb4,0x67ab67ff,0x73b1baae,0xbf5f6f80,0xb4dc78dd,9fa63ac5ceb338c5,ff67ab67ceb338c5,4,0;1;2;3,60;c1;91;a2
198,-10,14,64,5,fault,4ab3c048,ac320fefee40f4e1f1c14791864f76fd,0xef0f32ac,0xe1f440ee,0x9147c1f1,0xfd764f86,ccf3b4a98ef185a5,ac320fef8ef185a5,4,0;1;2;3,60;c1;bb;46
199,-10,14,64,5,fault,b1071887,5ae5969d576d2a48a2e3c91fc1755345,0x9d96e55a,0x482a6d57,0x1fc9e3a2,0x455375c1,f0621ac7f1e28297,5ae5969df1e28297,4,0;1;2;3,aa;87;8c;5a
200,-10,14,64,5,fault,fedcab13,38435fbd0be7086b2538c70763667abe,0xbd5f4338,0x6b08e70b,0x07c73825,0xbe7a6663,fdbaa339ffbeb6a9,38435fbdffbeb6a9,4,0;1;2;3,c5;f9;fc;84
201,-10,14,64,5,fault,39cedf49,4dbb9118d5b3af03941e560b5124da78,0x1891bb4d,0x03afb3d5,0x0b561e94,0x78da2451,68ee5549e8e6595a,4dbb9118e8e6595a,4,0;1;2;3,25;55;c4;51
202,-10,14,64,5,fault,517833ea,92c9ec55bd04a5b68bcc1b50fbf4dc3f,0x55ecc992,0xb6a504bd,0x501bcc8b,0x3fdcf4fb,e87cb7dcc874f6bf,92c9ec55c874f6bf,4,0;1;2;3,7a;b5;5b;89
203,-10,14,64,5,fault,bdb02071,99785e6b71034ac6381c21296df779e4,0x6b5e7899,0xc64a0371,0x29211c38,0xe479f76d,dcb368b59cd87838,99785e6b9cd87838,4,0;1;2;3,45;cb;36;de
204,-10,14,64,5,fault,8b29f666,cc8f331c34e0a3e0388b40f9e3170cbf,0x1c338fcc,0xe0a3e034,0xf9408b38,0xbf0c17e3,ab29f6c67325f682,cc8f331c7325f682,4,0;1;2;3,67;a6;c5;da
205,-10,14,64,5,fault,aea9f07b,daea489d2f74db0cc13f68e582e1ef21,0x9d48eada,0x0cdb742f,0xe5683fc1,0x21efe182,acc93b7bed57b8fb,daea489ded57b8fb,4,0;1;2;3,76;23;73;e6
206,-10,14,64,5,fault,26ad69d0,a1835d453a8c9d10d76a35e6fa9d9174,0x455d83a1,0x109d8c3a,0xe6356ad7,0x74919dfa,1c21f8c0152678d0,a1835d45152678d0,4,0;1;2;3,bd;a2;a5;85
207,-10,14,64,5,fault,b3d8f2a3,2b949de452de459c7b3141e48b343d6b,0xe49d942b,0x9c45de52,0xe441317b,0x6b3d348b,b1ccf7abc1ccafa3,2b949de4c1ccafa3,4,0;1;2;3,9a;58;6a;4f
208,-10,14,64,5,fault,1c429bca,b8d62e161387686afdc6cc9f3762353b,0x162ed6b8,0x6a688713,0x9fccc6fd,0x3b356237,0f40bbe08540fbc4,b8d62e168540fbc4,4,0;1;2;3,b7;96;95;f6
209,-10,14,64,5,fault,27fc7939,93c86a73a2f76844620239c38f9e79b2,0x736ac893,0x4468f7a2,0xc3390262,0xb2799e8f,a56a113984761108,93c86a7384761108,4,0;1;2;3,36;a2;7b;4a
210,-10,14,64,5,fault,bb53a993,fb2086ce2963c7a64400c9bbc9e69d93,0xce8620fb,0xa6c76329,0xbbc90044,0x939de6c9,b2312c1132736c39,fb2086ce32736c39,4,0;1;2;3,49;11;aa;df
211,-10,14,64,5,fault,3088452a,84ecb592b4272479b15efd73ad0d59e6,0x92b5ec84,0x792427b4,0x73fd5eb1,0xe6590dad,948d454a84cec5cb,84ecb59284cec5cb,4,0;1;2;3,10;61;f0;d8
212,-10,14,64,5,fault,d78c801e,e0331f255e190999ef26dc6bd8aedfb6,0x251f33e0,0x9909195e,0x6bdc26ef,0xb6dfaed8,8f84898eb98c8b12,e0331f25b98c8b12,4,0;1;2;3,6f;b7;96;ab
213,-10,14,64,5,fault,9bdd4512,5b37f7d2c2fa5f1fd501bd8c2fd51c64,0xd2f7375b,0x1f5ffac2,0x8cbd01d5,0x641cd52f,990d591601c9f9de,5b37f7d201c9f9de,4,0;1;2;3,c2;3a;ae;c4
214,-10,14,64,5,fault,015900db,45e44795cfa1bb226c5dd335381c90f7,0x9547e445,0x22bba1cf,0x35d35d6c,0xf7901c38,095990f90918d07b,45e447950918d07b,4,0;1;2;3,4c;bd;d7;6c
215,-10,14,64,5,fault,ce4075a7,3cfb27b830abac06e30702b7892f6c03,0xb827fb3c,0x06acab30,0xb70207e3,0x036c2f89,ce6b59a5c66b5311,3cfb27b8c66b5311,4,0;1;2;3,f2;90;7e;1d
216,-10,14,64,5,fault,105d10ec,f3513a909a103f7bf997ef49458cc972,0x903a51f3,0x7b3f109a,0x49ef97f9,0x72c98c45,105d199e385c1db5,f3513a90385c1db5,4,0;1;2;3,e3;0c;23;0e
217,-10,14,64,5,fault,9862d0e6,769c33c1225434c09cabe16d9478c6f9,0xc1339c76,0xc0345422,0x6de1ab9c,0xf9c67894,9832d42698f2d326,769c33c198f2d326,4,0;1;2;3,ee;ae;e7;e7
218,-10,14,64,5,fault,72d8b882,0abbf735afbede94b8aa2bbd157aea68,0x35f7bb0a,0x94debeaf,0xbd2baab8,0x68ea7a15,77e27282d2e27303,0abbf735d2e27303,4,0;1;2;3,7d;59;85;b7
219,-10,14,64,5,fault,4fa2fda6,0b43c846e059c7ba6aafe12eeac45f8e,0x46c8430b,0xbac759e0,0x2ee1af6a,0x8e5fc4ea,afe2ba2c2fe8b48c,0b43c8462fe8b48c,4,0;1;2;3,a4;a1;72;6a
220,-10,14,64,5,fault,ac8d87b0,9313edca580caa7e04fca0c41f2571ad,0xcaed1393,0x7eaa0c58,0xc4a0fc04,0xad71251f,b489a79cbf90e6bc,9313edcabf90e6bc,4,0;1;2;3,27;9a;4a;56
221,-10,14,64,5,fault,d7011a98,722033f78acadd46c22cac040aab6e52,0xf7332072,0x46ddca8a,0x04ac2cc2,0x526eab0a,dd8b56da150994ca,722033f7150994ca,4,0;1;2;3,af;ab;65;2d
222,-10,14,64,5,fault,b2b2b522,c6901052c79ece81e0725ed04ed4d4e3,0x521090c6,0x81ce9ec7,0xd05e72e0,0xe3d4d44e,f42671a3f420fbb0,c6901052f420fbb0,4,0;1;2;3,32;b6;61;f1
223,-10,14,64,5,fault,8ed689f4,1d002b11934a33c1e026019d22fd7116,0x112b001d,0xc1334a93,0x9d0126e0,0x1671fd22,8c9eb8f40ed4a874,1d002b110ed4a874,4,0;1;2;3,91;9e;93;e5
224,-10,14,64,5,fault,63b8798a,e380fd5a1d924fcb5e0b527346e8a5e8,0x5afd80e3,0xcb4f921d,0x73520b5e,0xe8a5e846,67387c427f3aced3,e380fd5a7f3aced3,4,0;1;2;3,84;b8;81;18
225,-10,14,64,5,fault,f06272f7,aba05d44fecda384919a4b1e9d8992b5,0x445da0ab,0x84a3cdfe,0x1e4b9a91,0xb592899d,6cebf07368ea28f3,aba05d4468ea28f3,4,0;1;2;3,c7;4b;ad;37
226,-10,14,64,5,fault,9fb47daf,09107bcdec955fc84f4f8c6ccd0c6167,0xcd7b1009,0xc85f95ec,0x6c8c4f4f,0x67610ccd,53b03cefd3b118ee,09107bcdd3b118ee,4,0;1;2;3,5a;a0;47;22
227,-10,14,64,5,fault,7c952998,7199b0007095564e888bd940ba4984b4,0x00b09971,0x4e569570,0x40d98b88,0xb48449ba,4c942d9c4c9469d8,7199b0004c9469d8,4,0;1;2;3,3d;0d;9d;9c
228,-10,14,64,5,fault,ea7a6aa2,e8325b1513b648db5aea0b8d1b552170,0x155b32e8,0xdb48b613,0x8d0bea5a,0x7021551b,f96e6af2b8ea683e,e8325b15b8ea683e,4,0;1;2;3,11;5c;31;e7
229,-10,14,64,5,fault,e4185eb1,127e4dffba1655acdc18633bca4bd350,0xff4d7e12,0xac5516ba,0x3b6318dc,0x50d34bca,6e1a0fb16e5a1ff2,127e4dff6e5a1ff2,4,0;1;2;3,7c;64;42;4e
230,-10,14,64,5,fault,b446c92b,dc359517818493fdd76eb7f51945d15c,0x179535dc,0xfd938481,0xf5b76ed7,0x5cd14519,b5425877f9635edf,dc359517f9635edf,4,0;1;2;3,69;77;cd;60
231,-10,14,64,5,fault,000fcf52,30914e90558bba47a16c3feb7af13a29,0x904e9130,0x47ba8b55,0xeb3f6ca1,0x293af17a,508ef5531196f191,30914e901196f191,4,0;1;2;3,60;1f;bb;c3
232,-10,14,64,5,fault,e81a30a9,83d782c1e47ca0ffbf0a95c8c37b1a5a,0xc182d783,0xffa07ce4,0xc8950abf,0x5a1a7bc3,286230f34c4332e1,83d782c14c4332e1,4,0;1;2;3,ab;b5;b2;32
